title,local,company_name,salary,description 
Data Scientist, San Francisco CA, AgilOne,$115.000,As a Professional Services Data Scientist you are in charge of designing building and deploying complex technical custom projects in particular around data integration data processing and data analytics You will also work closely with clients account managers and product implementation to understand clients business use cases define business and technical requirements and communicate deliverables In order to succeed in this position you should be autonomous analytical a selfstarter and organized You are adaptable and thrive on working with minimal structure and guidance You are also excited about working with customers  both internally and externally As an experienced professional you are expected to manage and drive forward multiple complex projects and act as a mentor to less experienced team members We work hard to maintain our fastpaced friendly culture and help us maintain our leadership position in the retail industry and beyond Responsibilites Develop a deep expertise of AgilOnes platform architecture data layers and capabilities Work with clients account managers and product to understand the clients business use cases and data Design build and deploy elegant custom solutions and extensions to the platform in particular around data structures data integrations data analytics and data models Write productionquality code and technical documentation Troubleshoot product and data anomalies and ensure absolute integrity of deliverables Use project delivery and reporting tools including Salesforce and Mavenlink Work with internal product and engineering teams and contribute to the continued enhancement and improvement of our platform Qualificiations Bachelors Degree in Engineering Information Technology Computer Science Mathematics or similar technicalanalytical degree Strong academic qualifications including advanced understandingcoursework in database management and math Linear Algebra Calculus 2 years of experience in a data analytics position Solid programming skills in SQL TSql PLSQL or similar database programming language Proficiency in statistical data analysis and data mining packages eg R Python Intellectual curiosity along with excellent problemsolving and quantitative skills including the ability to disaggregate issues identify root causes and recommend solutions Selfmotivated and good sense of ownership  comfortable working in a fast paced environment with limited direction Excellent organizational skills and ability to manage multiple tasks simultaneously Excellent written and verbal communication skills tailored to an audience of professionals management and staff with a broad range of technical skills Humility and sense of humor Nice to have Experience with ETL tools eg SQL Server Integration Services Understanding and experience of integrating with APIs Knowledge of standards such as REST JSON XML SOAP and OAuth Strong object oriented programming skills eg Java JavaScript Scala Understanding of the Cloudera Big Data Stack Hands on experience with Hive Impala and Spark Experience with digital analytics concepts eg Next Product to buy cross channel attribution and tools digital analytic eg Google Analytics CoreMetrics SiteCatalyst Prior IT consulting andor project management experience Masters Degree or MBA with a technical undergraduate degree The AgilOne Story AgilOne the Customer Data and Engagement Hub provides enterprise consumer marketers the power to integrate customer data across digital physical and mobile channels deliver customer analytics with predictive insights and 360degree profiles and engage customers at every touch point in order to maximize lifetime value Currently the AgilOne solution supports more than 150 brands worldwide We leverage the latest technologies in big data machine learning and data quality management to deliver an enterprisegrade scalable and high performance tool for customers such as Tumi Lululemon Lilly Pulitzer and Davids Tea AgilOne is funded by the best in the Valley  Sequoia Capital Tenaya and Mayfield Competitive compensation Excellent benefits Equity 401k Catered lunches snacks and beverages A fun environment to work hard and play harder with passionate people building great products
SENIOR DATA SCIENTIST, San Francisco CA, Ultimate Software,$197.000,Here at Ultimate Software we use data science to make peoples work lives better Were a nimble sharp and passionate team looking for data scientists who want machine learning and statistical analysis to have a real impact on how work happens within organizations Among other projects you’ll work on using Natural Language Processing on performance reviews to identify employees’ true strengths creating methods for statistical analysis on employee surveys to understand how workplaces could be improved and building machine learning models to predict workforce dynamics such as attrition and productivity Here at Ultimate Software we truly put our people first We strongly believe in teamwork and we encourage and trust our people to reach higher learn more and live up to their potential Ultimate is ranked 1 on Fortunes“Best Places to Work in Technology” for 2018 and 3 on the“100 Best Companies to Work For” list in 2018 Ultimate is also ranked 1 on the Fortune’s“100 Best Workplaces for Millennials” for 2017 and 3 on its Best Workplaces for Diversity” list for 2017 PrimaryEssential Duties and Key Responsibilities Work with other data scientists and engineers to collect and categorize big data for predictive analytics and other statistical functionality of our enterprise software platform Build data processing pipelines to analyze structured and unstructured text Build tools to label and analyze survey data extracting useful information from natural language text documents Design and architect software write production code Experiment and prototype new ideas Meet with clients to stay in touch with the needs of the user Work with product and design teams to plan how to communicate data insights to nonexperts Required Qualifications 23 years of experience in full stack data science including NLP product architect data collection data labeling data quality validation algorithm design development testing and productization Experience Education Certification License and Training Major in computer science statistics industrialorganizational psychology linguistic artificial intelligence or related field or equivalent experience Preferred Qualifications Passion for machine learning natural language processing or statistical modeling Handson experience with python coding and data processing A desire to bring datadriven decisionmaking and analytics to improve peoples lives at work Curiosity friendliness and a desire to collaborate with a dynamic team Physical Requirements No unique physical demands are required for this job Travel Requirements Occasional travel may be expected This job description has been written to provide an accurate reflection of the current job and to include the general nature of work performed It is not designed to contain a comprehensive detailed inventory of all duties responsibilities and qualifications required of the employees assigned to the job Management reserves the right to revise the job or require that other or different tasks be performed when circumstances change Ultimate Software will reasonably accommodate employees with disabilities as defined by the Rehabilitation Act of 1973 the Americans with Disabilities Act ADA and other appropriate statutes
Data Scientist, Santa Monica CA, Tala,$106.000,We are looking for a Data Scientist interested in solving one of the worlds largest problems financial inclusion Our team is doing cutting edge work in the field of Data Science and Machine Learning using unique data to give people in emerging markets access to something that theyve never had before  credit Our Data Scientists work directly with Credit Engineering and Data Analytics teams to develop and iterate models that promote our vision of financial access for a billion people in emerging markets around the world We leverage a unique diverse and deep data set including text network analysis and image recognition Youll be surprised by the connections between our different data sources Our Data Scientist are tasked with finding and communicating these connections to the team while integrating them into various models If you are motivated to change the world through financial freedom and love working with people and data to achieve this mission we want you here at Tala Responsibilities Leverage a unique diverse and deep data set to find connections across these data sources Communicate findings to the team and integrate them into models Own the fullcycle of a model from ideation and training through deployment into our production environment This might be a credit model fraud model marketing model or an iteration of an existing model Monitor model performance once deployed and iterate rapidly if necessary Contribute and share your findings and knowledge of data science and other modeling with all appropriate crossfunctional teams Partner with the Engineering team to develop test and deploy models Pull data from MySQL or other data stores handling all the ETL from the DB to running the model to obtaining a decision Requirements 2 years of experience in a data science role or equivalent position Masters or PhD in a quantitative field Fluent in Python and packages related to machine learning Experience with maintaining data science models in a production environment Preferred Skills  Experience Experience in building fraud credit or risk models Expertise in NLP network analysis or geospatial analysis A Successful Candidate is aan Problem Solver  You thrive on finding novel solutions to hard problems These problems may have ranged from extracting a new dataset from an unexpected source to building cohorts for customer retention analysis or the NY Times Saturday crossword Problem Solver  You thrive on finding novel solutions to hard problems These problems may have ranged from extracting a new dataset from an unexpected source to building cohorts for customer retention analysis or the NY Times Saturday crossword Communicator and Listener You thrive on finding novel solutions to hard problems These problems may have ranged from extracting a new dataset from an unexpected source to building cohorts for customer retention analysis or the NY Times Saturday crosswordYou know your stuff is complicated but can you communicate complex ideas to others in a manner that is easily understood and digestible Can you collaborate well with your peers in growthportfoliocustomer experience There is a large research component to the job and this research needs to be effectively shared with the rest of the company Independent Learner We encounter new problems that arent in textbooks You have the ability to learn on your own about new concepts and techniques Curious  You arent content until you understand why the features you have built have the explanatory power they do and why they arent just a spurious correlation Opinionated but OpenMinded  We are looking for someone to add diversity of thought to our current ensemble of data scientists TeammatePartner Trust in your team and putting the team and mission above individual highlights with an understanding that the collection of individual highlights and performance makes the team work ABOUT TALA Tala is the leading mobile technology and data science company committed to financial inclusion globally More than 13 million people have borrowed through Talas smartphone app which provides instant credit scoring lending and other personalized financial services in emerging markets Tala has raised more than 105 million from leading venture and impact investors including Revolution IVP Ribbit Capital Data Collective and Lowercase Capital Talas global team is headquartered in Santa Monica with additional offices in Nairobi Manila Dar Es Salaam Mexico City Mumbai and Bangalore
Data Scientist, New York NY, Trialspark,NA,Background Trialspark is a digital health company that accelerates the discovery of new treatments for patients by reimagining the clinical trial process Today clinical trials are deeply inefficient A single clinical trial can cost more than 100 million dollars and less than 10 of clinical trials are completed on time Our mission is to bring treatments to patients faster by addressing these inefficiencies Job Description As a Data Scientist at Trialspark the subject areas that you will impact span the entire company from guiding our geographical network expansion based on claims data to building robust models to capture clinical and operational data Key responsibilities Act as an internal subject matter expert on all things data Use data to inform decision making and to bridge the gap between Engineering and Operations Perform analysis on large sets of data extract actionable insights and build statistical models that will help improve our patient recruitment efforts and our execution of clinical trials Working closely with crossfunctional teams of engineers analysts researchers product owners marketers and designers to build data infrastructure and scalable data models to expand our business intelligence capabilities Build tooling and frameworks that enable other analysts to iterate quickly on data science problems Relevant Experience You have a degree in computer science statistics economics mathematics or a similar quantitativescientific discipline At least 4 years of experience working in a data science capacity Proficiency in Python and R Strength in mathematics statistics correlation data mining and predictive analysis and the ability to apply the aforementioned expertise to strategic business decisions Experience with database systems such as MySQL and Hive Proven ability to make sense out of lots of unstructured data You will receive consideration for employment without regard to race color religion gender gender identity or expression sexual orientation national origin genetics disability age or veteran status
Data Scientist, Santa Monica CA, Riot Games,$132.000,Riot Games was established in 2006 by entrepreneurial gamers who believe that playerfocused game development can result in great games In 2009 Riot released its debut title League of Legends to critical and player acclaim As the most played PC game in the world over 100 million play every month Players form the foundation of our community and its for them that we continue to evolve and improve the League of Legends experience Were looking for humble but ambitious razorsharp professionals who can teach us a thing or two We promise to return the favor Like us you take play seriously youre passionate about games We embrace those who see things differently arent afraid to experiment and who have a healthy disregard for constraints Thats where you come in As Data Scientist  youll develop advanced machine learning algorithms and statistical models to solve critical problems and help deliver awesome player experiences Youll partner with product teams to implement data science models into live production systems Youll bring fresh perspective to inform decisionmaking toward better player experience by translating player voice into insights using your topnotch modeling and analytic skills Youll work closely with software engineers and combine your modeling and coding skills to create tools and infrastructure to empower and levelup data science at Riot You are Educated  youve earned a BS or equivalent in Statistics Computer Science Math Physics or an applied quantitative field and likely added an MS or PhD in the same field to keep your BS company youre more ninja than rockstar preferring precision strikes to chestthumping grandstanding you have broad knowledge of machine learning statistics algorithm design or software engineering Experienced  youve earned badges in statistical modeling machine learning distributed system and database you understand how to architect implement deploy and maintain data science intensive applications in a cloud environment youve also aced one or more of deep learning natural language processing server architecture software engineering full stack web development visualization maybe earning a byline or two Big data passionate  you have a firm grasp of SQL and NoSQL databases cloud environment streaming as well as the Hadoop ecosystem Hadoop Hive Spark you are very curious about the frontier of big data technology and committed to exploring the newest Up to code  you write wellabstracted and reusable code in Python R Java or Scala you freely navigate in Linux environment you can stand up web applications documentation version control and code review are in your blood Innovative and analytical  youre a skilled lateral thinker pulling insight from data and freeassociating yourself into unique perspectives on problems that stump lesser innovators A problem assassin  you conduct problem reconnaissance and termination with the skill and ruthlessness of Bond but in an elegant scalable manner you easily identify and troubleshoot problems quickly resolving issues Playerfocused  as a gamer yourself you know the importance of listening to player needs especially the implicit needs that can only be uncovered by analyzing and understanding player data You will Analyze petabytes of player data developing and testing datafueled hypotheses extracting useful information and turning it into helpful insight that can help us improve players experiences Bring data science to life by working with software engineers to architect develop and deploy production level applications powered by advanced machine learning algorithms that can help us improve player experiences Bring data science to people through designing prototyping and implementing new ways to effectively communicate data science findings so that nontech audiences can enjoy the beauty of advanced machine learning Develop tools that will help data scientists and stakeholders more efficiently plumb the dark depths of our very deep very rich data stores Bring fresh perspective and new dimensions of analysis to bear on the challenge of identifying what we could do better develop algorithms and predictive models to solve critical Riot Games problems and validate models to ensure proper behavior Work closely with fellow data scientists and engineers to identify opportunities and improve our data ecosystem Dont forget to include a resume and cover letter We receive a lot of applications but well notice a fun wellwritten intro that shows us you take play seriously
Data Engineer, New York NY, Integral Ad Science,$134.000,Integral Ad Science IAS is a global technology and data company that builds verification optimization and analytics solutions for the advertising industry and were looking for a Data Engineer to join our team If you are excited by technology that has the power to handle hundreds of thousands of transactions per second collect tens of billions of events each day and evaluate thousands of datapoints in realtime all while responding in just a few milliseconds then IAS is the place for you What youll do  As a Data engineer you will work with Data Scientists to take their prototypes and turn them into scalable production code These datasets will be used to train Machine Learning Algorithms that are core to our business Work with data science product management and development teams to understand requirements and technical specifications and work as part of an agile product team Who you are and what you have  Its critical that you have experience with Big Data and have a strong understanding of ETL and Batch concepts Experience with Java Python or Scala Hadoop or similar Big Data tools Curiosity about new approaches like Stream Processing Agile Software Engineering What puts you over the top Prior AdTech experience SAFe Methodology Prior experience with Statistical Analysis Masters or PhD in Quantitative discipline AWS About Integral Ad Science Integral Ad Science IAS is a global technology and data company that builds verification optimization and analytics solutions to empower the advertising industry to effectively influence consumers everywhere on every device We solve the most pressing problems for brands agencies publishers and technology companies by verifying that every impression has the opportunity to be effective optimizing towards opportunities to consistently improve results and analyzing digitals impact on consumer actions Built on data science and engineering IAS is headquartered in New York with global operations in ten countries Our growth and innovation have been recognized in Inc 500 Crains Fast 50 Forbes Americas Most Promising Companies and ICOMs Smart Data Marketing Technology Company IAS was also named to Crains Best Places to Work in NYC for three years running Great Companies to Work For in NYS and AdAges list of Best Places to Work in the US Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race color religion sex national origin protected veteran status or disability status EEOAAMFDisabledVets To learn more about us please visit httpintegraladscom or httpbitlyglassdoorIAS Attention agency3rd party recruiters IAS does not accept any unsolicited resumes or candidate profiles If you are interested in becoming an IAS recruiting partner please send an email introducing your company to recruitingagenciesintegraladscom  We will get back to you if theres interest in a partnership
Data Scientist, Sunnyvale CA, Bosch Group,$155.000,Company Description The Bosch Center for Artificial Intelligence provides services in AI technologies to Boschs business units and plants The center works in collaboration with a large team of researchers engineers and software service providers Our data mining methods and solutions are implemented in a modern distributed architecture in order to scale up to very large data sets Artificial intelligence technologies are impacting Boschs products and services in many domains manufacturing predictive maintenance vehicle diagnostics supply chain largescale simulations etc This is a technical position for someone who is skilled at bringing together disparate technologies to solve business problems Job Description Primary Responsibilities Execute complex data science  data engineering projects that have a significant impact on Bosch global business Share knowledge by clearly articulating results and ideas to customers managers and key decision makers Collaborate with product engineering and marketing teams across many Bosch business domains automotive industrial internet of things to translate business needs into technical solutions Select and apply appropriate statistical machine learning and computing methods to largescale highdimensional data Develop analytic methods for decision support in various Bosch businesses Stay current with the latest research and technology and communicate your knowledge throughout the enterprise Take responsibility for preparing data for analysis review data preparationETL code and provide critical feedback on issues of data integrity Contribute to Boschs patent portfolio Up to 10 travel may be required Qualifications Basic Qualifications MS in Computer Science or Statistics 3 year programming experience in at least 1 of the following Python Java Scala R C 2 years professional work experience in Data Science with focus on Probabilistic Graphical Models Bayesian Networks Preferred Qualifications PhD in Computer Science Statistics Strong background in statistics machine learning andor big data processing Experience working with big data tool chains eg Hadoop  Spark ecosystems Experience with neural networks and deep learning methods a plus Strong analytical and problem solving skills Excellent communication skills Additional Information By choice we are committed to a diverse workforce  EOEProtected VeteranDisabled BOSCH is a proud supporter of STEM Science Technology Engineering  MathematicsInitiatives FIRST Robotics For Inspiration and Recognition of Science and Technology AWIM A World In Motion
Data Scientist Associate Principal, San Diego CA, Accenture,$117.000,Basic Qualifications Masters or PhD Computer Science Statistics Engineering Physics Mathematics Economics Minimum 3 years of Data Science experience for PhD candidates and 5 years for Masters candidates Minimum 3 years of work experience in relevant domains FA Procurement Fraud Infrastructure Analytics eCommerce Security Retail Supply Chain Health Care Pharma Retail with hands on experience handling data driven decisions Minimum 3 years of experience in at least one of the following Supervised and Unsupervised Learning Classification Models Cluster Analysis Neural Networks Nonparametric Methods Multivariate Statistics Reliability Models Markov Models Stochastic models Bayesian Models Minimum 3 years of various statistical and machine learning models data mining unstructured data analytics in corporate or academic research environments Minimum 2 years of experience in statistical and other toolslanguages SAS C C Java Python Minimum 2 years of programming experience C C Java SAS Python Preferred Qualifications Experience leading or collaborating with a team of data scientists in developing and delivering machine learning models that work in a production setting Knowledge of UNIX or Linux environments Experience working with large data sets and tools like MapReduce Hadoop Hive etc Experience working with large data streaming technologies like Spark Flink etc Familiarity with relational databases and intermediate level knowledge of SQL Ability to think creatively to solve real world business problems Ability to work in a global collaborative team environment Proficient verbal and written communication skills in English Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture ie H1B visa F1 visa OPT TN visa or any other nonimmigrant status Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration Accenture is a Federal Contractor and an EEO and Affirmative Action Employer of FemalesMinoritiesVeteransIndividuals with Disabilities Equal Employment Opportunity All employment decisions shall be made without regard to age race creed color religion sex national origin ancestry disability status veteran status sexual orientation gender identity or expression genetic information marital status citizenship status or any other basis as protected by federal state or local law Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process Accenture is committed to providing veteran employment opportunities to our service men and women
Data Scientist, Charlotte NC, AXA,$91.000,Responsible for managing one or more Data Scientists and directly manage more complex data science or exploratory data analysis challenges that will use data and statistical  predictive analytics to answer business questions and solve business problems Act as coach and mentor to the team Identify clean and analyze anomalous data and analyze data using mathematicalstatistical methods using both structured semistructured and unstructured data Expected to quickly and rapidly arrive at working solutions apply mathematical or computational methods and lines of reasoning Make informed recommendations regarding competing technical solutions by maintaining awareness of the constantly shifting requirements associated with the collection processing storage and analytic capabilities and limitations of the organization and then assist in the development of simulation software Decide what procedures will be required to solve technical problems effectively communicate complex technical information to nontechnical audiences develop conceptual designs or models to address requirements Perform statistical modeling machine learning and predictive analytic initiatives with our business partners that will creatively drive growth efficiency and risk reduction Expert on the analytic tools and solutions along with data visualization tools Research evaluate and recommend new tools and techniques as they become available Masters Degree and  or Doctorate Degree in Statistical Analytics Data Science or Actuarial Science and at least 57 years extensive work experience in exploratory data analysis and model development and testing Business experience in identifying and testing correlation machine learning and predictive modeling Subject Matter Expert at successfully implementing predictive models into production Personnel management experience required Deep experience with the following Hadoop Cloudera or Horton Works relational databases and SQL ETL development spark data validation and testing Data Warehousing ETLELT to the Data Lake Using the Data Lake for data analysis Hadoop tools  Hive Impala Pig Sqoop Hue Kafka etc Python R java Docker Dakota Spark Knowledge of Cloud platform implementation Azure or Amazon Excellent written verbal and interpersonal skills a must as there will be significant collaboration with the business team in order to identify expectations manage expectations through exploratory data analysis and model building and testing and communicating results through data visualization AXA US uses Tableau on multiple platforms along with Python visualization in the Data Lake using Pandas and bokeh packages Experience with Microsoft VSTS Relevant technical skills include applied mathematics statistics calculus quantitative or statistical methods or techniques data mining informatics machine learning data science programming computational algorithms databases artificial intelligence natural language processing bayesian inference Markov logic java software engineering andor systems design analysis Experience in researching and selection of new tools processes and techniques
Data Scientist, Morrisville NC, Sensus,$113.000,Xylem XYL is a leading global water technology company committed to developing innovative technology solutions to the worlds water challenges The Companys products and services move treat analyze monitor and return water to the environment in public utility industrial residential and commercial building services settings Xylem also provides a leading portfolio of smart metering network technologies and advanced infrastructure analytics solutions for water electric and gas utilities The Companys more than 16500 employees bring broad applications expertise with a strong focus on identifying comprehensive sustainable solutions Headquartered in Rye Brook New York with 2017 revenue of 47 billion Xylem does business in more than 150 countries through a number of marketleading product brands The name Xylem is derived from classical Greek and is the tissue that transports water in plants highlighting the engineering efficiency of our watercentric business by linking it with the best water transportation of all that which occurs in nature For more information please visit us at wwwxylemcom Sensus a Xylem brand helps a wide range of public service providers from utilities to cities to industrial complexes and campuses do more with their infrastructure to improve quality of life in their communities We enable our customers to reach farther through the application of technology and datadriven insights that deliver efficiency and responsiveness We partner with them to anticipate and respond to evolving business needs with innovation in sensing and communications technologies data analytics and services Learn more at sensuscom and follow SensusGlobal on Facebook LinkedIn and Twitter The Role Sensus a Xylem brand seeks to hire a Data Scientist with a desire to join a team delivering Big Data applications in the Cloud Were focused on helping utility companies visualize and make use of the petabytes of data coming in from their smart meters so they can lower costs and reduce consumption This is a market poised for explosive growth and this team is ready to take advantage of it Essential Functions  Data curation Develop statistical modeling techniques for pattern recognition problems Develop code in R Python Java or other languages for statistical analysis optimization and simulation Build models that maximize performance and accuracy Strategic planning and project management Minimum Qualifications MS Statistics Machine Learning Operations Research Applied Math or equivalent 2 5 years of data science experience Experience with statistical and mathematical software Proven ability to develop system prototypes SQL skills Excellent oral and written communication skills Strong documentation skills Understanding of machine learning techniques and the ability to invent Big data experience Hadoop Spark Mapreduce Hive etc Experience with Agile methodology or similar lean startup approach to building software Preferred Qualifications Experience with time series or signal processing analytics Physical Demands The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions Light lifting 2025 lbs office environment Regularly required to sit or stand reach bend and move about the facility Work Environment The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions Office Standard office equipment work usually performed in an office setting free from any disagreeable elements Standard weekly job hours 40 hours EOEFemalesMinoritiesProtected VeteransDisabled
Data Scientist, Columbia MD, Visionist Inc,$103.000,Type Full Time Clearance Experience 15 years Status This position is Open Location Columbia MD Job Summary Visionist is currently seeking Data Scientists who will be responsible for data analytics support across a variety of areas from the development of advanced data analytics to understanding evaluating and implementing customer requirements The positions offer an opportunity to stay current with the latest trends technologies and future industry movement in relation to data analytics Core Responsibilities Develop design maintain and enhance data analytic solutions for customer Drive the collection of new data and the refinement of existing data sources Experience working with large datasets experience working with distributed computing tools MapReduce Hadoop Spark etc Ability to communicate complex quantitative analysis in a clear precise and actionable manner Build conceptual knowledgeable and physical data models Produce innovative and creative solutions to analytic problems Qualifications Bachelors degree in a quantitative field eg Computer Science Mathematics Engineering Statistics Quantitative Economics etc Master’s Degree in a related field a plus 3 years practical experience with programs such as Python R Scala or Julia a plus Strong familiarity with data science applications such as association analysis graphnetwork analytics clustering text analytics classification and regression multivariate and logistic Experience designing and implementing static and dynamic visualizations in R Python Tableau or similar visualization software Comfortable with various data structures and common methods in data transformation Experience with programming languages such as Java Scala Python a plus Knowledge of machine learning methods neural networks  deep learning and platforms Scikitlearn TensorFlow H20 a plus Previous work on analytics for realtimestreaming data Spark Streaming or Flink a plus Previous work on advanced Natural Language Processing NLP a plus Ability to work independently and as a member of a team Excellent oral and written communication skills Interested in this position Send us a resume today Due to government contract and security clearance requirements US citizenship is required Visionist Inc is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment All employment decisions are based on business needs job requirements and individual qualifications without regard to race religion color sex including pregnancy and gender identity sexual orientation parental status national origin age disability family medical history or genetic information political affiliation military service or any other nonmerit based factor These protections extend to all management practices and decisions including recruitment and hiring practices appraisal systems promotions and training and career development programs Visionist Inc will not tolerate discrimination or harassment based on any of these characteristics
Data Scientist, Edison NJ, SmartLinx Solutions,$99.000,Seeking a highly motivated individual with strong quantitative analytical and communication skills Help us build a brand new industryleading SaaS application Apply statistical cognitive and machine learning techniques to large unstructured data sets Help us discover new insights about our business model optimized schedules and staffing levels and generate insights  predictions that can be applied to how our customers run their businesses Design schemas and applications to help automate data analysis in a scalable secure and performant way Qualifications Minimum 3 years of experience in data science andor data analysis Minimum of 1 year of experience with Azure machine learning tools BS degree in mathematics statistics computer science or other quantitative disciplines computer science mathematics statistics economics physics engineering or related field Master’s preferred Background in basic mathematical principles such as regression probability distributions multivariate calculus matrix algebra Excellent understanding of machine learning algorithms such as Random Forests Logistic Regression kNN Naïve Bayes etc Programming experience in Python R and SQL Experience designing analytic or algorithmic solutions Experience build and operationalize analytical models Must be intensely curious resourceful wellorganized and attentive to detail Able to work independently and with minimum oversight Strong verbal and written communication skill Daily Responsibilities  75 Hands On 25 Team Collaboration
Data Scientist, Dover NH, Weather Analytics ,$72.000,Summary  Weather Analytics is seeking a Data Scientist in our Dover NH location to assist the Data Science team in innovative data manipulation analysis predictive modeling and delivery to commercial and government customers Roles  Responsibilities Data sourcing cleansing and processing Statistical and machine learning model development validation and implementation Working independently and with team members to develop refine implement and scale data management and analytics procedures and systems Solving worldclass data science problems applied to weather and nonweather data Required Qualifications Advanced degree in a quantitative field MS or PhD Experience with modern NLP techniques Significant programming experience with Python C IDL R or MATLAB Python preferred Familiarity with a Linux environment and shell scripting Working knowledge of statistical concepts Experience using machine learning techniques and software libraries to analyze large data sets Desire to learn about explore and invent new tools for solving realworld problems using data Desired Qualifications Experience analyzing unstructured data eg web scraping text analysis Cloud computing experience Amazon Web Services AWS a plus Proficiency with data extract transform and load ETL processes with a variety of data types Familiarity with deep learning algorithms and libraries Insurance or other financial modeling experience Sense of humor personality and enthusiasm Compensation Package Weather Analytics offers a competitive compensation package including benefits and a 401K
Clinical Lab Scientist, Palo Alto CA, Stanford Health,$57,Stanford Blood Center Histocompatibility lab is seeking a Technologist to perform human histocompatibility testing for organ transplantation including low and highresolution molecular typing NGS SSO SSP and engraftment monitoring Test specimens analyze interpret and report results Experience in HLA is a plus but we will train Must qualify for or hold current California Clinical Laboratory Scientist license If you are a boardcertified medical technologist or you have passed the ABHI CHT or CHS board exam you qualify for this state license Core Duties include Performs high complexity specialized HLA testing for organ transplantation Determines suitability of specimens Generates and analyzes data documents and reports Techniques used may include including DNAbased HLA typing determination of antibody specificity crossmatch analysis flow cytometry and others Utilizes Laboratory Information System properly and effectively Performs maintenance on and calibrates instruments and equipment troubleshoots and takes corrective action when needed Performs quality control testing as specified in procedures  Other duties may also be assigned BA or BS degree and completion of 12month internship in medical technology required Hold or qualify for California Clinical Laboratory Scientist License MTA or MTR Out of state If you are a boardcertified medical technologist or you have passed the ABHI CHT or CHS board exam you qualify for this state license License must be obtained within 6 months of start date One year related lab experience required Regular work hours are 800 AM to 430 PM Tuesday through Saturday Other Relevant Information Will be required to comply with governmental regulations and Blood Center policies Must strictly observe privacy and security related policies procedures and practices to preserve the integrity and confidentiality of medical and other sensitive information pertaining to donors patients research subjects and staff Will be required to enter areas where other individuals work with human blood potential may exist for unanticipated exposure to bloodborne pathogens by splash or spill Stanford Blood Center a subsidiary of Stanford Health Care is focused on connecting our communities to provide hope for healing We lead the fields of transfusion and transplantation medicine by advancing science and technology We provide hope for the future by teaching the medical leaders of tomorrow We enhance lives by connecting donors to patients every day We are looking for friendly customerfocused individuals who value integrity accountability collaboration and communication to join our team We are a 247 fastpaced organization that is highly regulated by the FDA ASHI and a number of other accrediting agencies We need people that are dependable detailoriented and comfortable following established procedures For more information about us visit our website at httpbloodcenterstanfordedu Final offers of employment are contingent upon the successful completion of A background check that includes employment history national criminal background check national sex offender registry search and where applicable a credit check andor driving record A preplacement physical exam that includes TB testing and drugalcohol screening We are not able to provide relocation or sponsorship for this position Stanford Blood Center is an affirmative action equal opportunity employer All qualified applicants will receive consideration for employment without regard to race sex color religion national origin protected veteran status or on the basis of disability Thank you for your interest
Data Scientist, New York NY, Reorg Research,$104.000,Reorg Research provides breaking news and marketmoving intelligence along with cuttingedge technology and data for hedge funds investment banks and law firms We are changing the way that professionals access opaque or complex information and we are always looking for bright minds to join us on that mission Reorg Research is one of the fastest growing startups in NYC and we are changing the way professionals access and understand complex information and data in their daily lives In addition to being one of leading emerging platforms for financial intelligence Reorg consumes numerous data feeds to help drive our editorial process and provide better access for our customers With the everincreasing size of our data and our goal to expand develop and refine our data sets and information streams we are looking for a passionate individual to take our technology offering to new heights Our goal is to build tools systems and models that will extract relevant meaningful and actionable information from our data sets with the goal to make our customers and our internal stakeholders better at their jobs We believe that by combining very powerful technologies with sophisticated business professionals we can unlock billions of dollars of value for our users across a wide variety of job functions Responsibilities Build a foundation of state of the art technical and scientific capabilities to enhance our cutting edge financial intelligence Propose build and execute various data science models to leverage existing data to improve business and create new business avenues utilizing unstructured data Work on the complex problems at the intersection of finance and technology Collaborate with the product and technology teams to contribute to the advanced data analytics and product development efforts Apply Data Science principles to solve practical real world problems Requirements MS in a quantitative field 3 years of professional experience as a Data Scientist NLP experience is a must Experience with unstructured text data and performing tasks such as text mining sentiment analysis language modeling classification and information retrieval tasks Proficient in R and Python Familiar with SQL and NoSQL Reorg Research provides equal employment opportunities EEO to all employees and applicants for employment without regard to race color religion sex national origin age disability or genetics In addition to federal law requirements Reorg Research complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities This policy applies to all terms and conditions of employment including recruiting hiring placement promotion termination layoff recall transfer leaves of absence compensation and training
